clip_id,action_name,label,user,trial,Depth_Color,IR,Thermal,Skeleton,IMU,Radar,fold
6_Drink_water/user5/7-2-1,6_Drink_water,6,user5,7-2-1,Depth_Color/6_Drink_water/user5/7-2-1,IR/6_Drink_water/user5/7-2-1,Thermal/6_Drink_water/user5/7-2-1,Skeleton/6_Drink_water/user5/7-2-1,,Radar/6_Drink_water/user5/7-2-1,2
6_Drink_water/user5/7-2-2,6_Drink_water,6,user5,7-2-2,Depth_Color/6_Drink_water/user5/7-2-2,IR/6_Drink_water/user5/7-2-2,Thermal/6_Drink_water/user5/7-2-2,Skeleton/6_Drink_water/user5/7-2-2,,Radar/6_Drink_water/user5/7-2-2,2
6_Drink_water/user5/7-2-3,6_Drink_water,6,user5,7-2-3,Depth_Color/6_Drink_water/user5/7-2-3,IR/6_Drink_water/user5/7-2-3,Thermal/6_Drink_water/user5/7-2-3,Skeleton/6_Drink_water/user5/7-2-3,,Radar/6_Drink_water/user5/7-2-3,2
6_Drink_water/user6/1-2-1,6_Drink_water,6,user6,1-2-1,Depth_Color/6_Drink_water/user6/1-2-1,IR/6_Drink_water/user6/1-2-1,Thermal/6_Drink_water/user6/1-2-1,Skeleton/6_Drink_water/user6/1-2-1,IMU/6_Drink_water/user6/1-2-1,Radar/6_Drink_water/user6/1-2-1,1
6_Drink_water/user6/1-2-2,6_Drink_water,6,user6,1-2-2,Depth_Color/6_Drink_water/user6/1-2-2,IR/6_Drink_water/user6/1-2-2,Thermal/6_Drink_water/user6/1-2-2,Skeleton/6_Drink_water/user6/1-2-2,IMU/6_Drink_water/user6/1-2-2,Radar/6_Drink_water/user6/1-2-2,1
6_Drink_water/user6/1-2-3,6_Drink_water,6,user6,1-2-3,Depth_Color/6_Drink_water/user6/1-2-3,IR/6_Drink_water/user6/1-2-3,Thermal/6_Drink_water/user6/1-2-3,Skeleton/6_Drink_water/user6/1-2-3,IMU/6_Drink_water/user6/1-2-3,Radar/6_Drink_water/user6/1-2-3,1
6_Drink_water/user6/3-2-1,6_Drink_water,6,user6,3-2-1,Depth_Color/6_Drink_water/user6/3-2-1,IR/6_Drink_water/user6/3-2-1,Thermal/6_Drink_water/user6/3-2-1,Skeleton/6_Drink_water/user6/3-2-1,IMU/6_Drink_water/user6/3-2-1,Radar/6_Drink_water/user6/3-2-1,1
6_Drink_water/user6/3-2-2,6_Drink_water,6,user6,3-2-2,Depth_Color/6_Drink_water/user6/3-2-2,IR/6_Drink_water/user6/3-2-2,Thermal/6_Drink_water/user6/3-2-2,Skeleton/6_Drink_water/user6/3-2-2,IMU/6_Drink_water/user6/3-2-2,Radar/6_Drink_water/user6/3-2-2,1
6_Drink_water/user6/3-2-3,6_Drink_water,6,user6,3-2-3,Depth_Color/6_Drink_water/user6/3-2-3,IR/6_Drink_water/user6/3-2-3,Thermal/6_Drink_water/user6/3-2-3,Skeleton/6_Drink_water/user6/3-2-3,IMU/6_Drink_water/user6/3-2-3,Radar/6_Drink_water/user6/3-2-3,1
6_Drink_water/user6/5-3-1,6_Drink_water,6,user6,5-3-1,Depth_Color/6_Drink_water/user6/5-3-1,IR/6_Drink_water/user6/5-3-1,Thermal/6_Drink_water/user6/5-3-1,Skeleton/6_Drink_water/user6/5-3-1,IMU/6_Drink_water/user6/5-3-1,Radar/6_Drink_water/user6/5-3-1,1
6_Drink_water/user6/5-3-2,6_Drink_water,6,user6,5-3-2,Depth_Color/6_Drink_water/user6/5-3-2,IR/6_Drink_water/user6/5-3-2,Thermal/6_Drink_water/user6/5-3-2,Skeleton/6_Drink_water/user6/5-3-2,IMU/6_Drink_water/user6/5-3-2,Radar/6_Drink_water/user6/5-3-2,1
6_Drink_water/user6/5-3-3,6_Drink_water,6,user6,5-3-3,Depth_Color/6_Drink_water/user6/5-3-3,IR/6_Drink_water/user6/5-3-3,Thermal/6_Drink_water/user6/5-3-3,Skeleton/6_Drink_water/user6/5-3-3,IMU/6_Drink_water/user6/5-3-3,Radar/6_Drink_water/user6/5-3-3,1
6_Drink_water/user6/6-2-1,6_Drink_water,6,user6,6-2-1,Depth_Color/6_Drink_water/user6/6-2-1,IR/6_Drink_water/user6/6-2-1,Thermal/6_Drink_water/user6/6-2-1,Skeleton/6_Drink_water/user6/6-2-1,IMU/6_Drink_water/user6/6-2-1,Radar/6_Drink_water/user6/6-2-1,1
6_Drink_water/user6/6-2-2,6_Drink_water,6,user6,6-2-2,Depth_Color/6_Drink_water/user6/6-2-2,IR/6_Drink_water/user6/6-2-2,Thermal/6_Drink_water/user6/6-2-2,Skeleton/6_Drink_water/user6/6-2-2,IMU/6_Drink_water/user6/6-2-2,Radar/6_Drink_water/user6/6-2-2,1
6_Drink_water/user6/6-2-3,6_Drink_water,6,user6,6-2-3,Depth_Color/6_Drink_water/user6/6-2-3,IR/6_Drink_water/user6/6-2-3,Thermal/6_Drink_water/user6/6-2-3,Skeleton/6_Drink_water/user6/6-2-3,IMU/6_Drink_water/user6/6-2-3,Radar/6_Drink_water/user6/6-2-3,1
6_Drink_water/user7/5-2-1,6_Drink_water,6,user7,5-2-1,Depth_Color/6_Drink_water/user7/5-2-1,IR/6_Drink_water/user7/5-2-1,Thermal/6_Drink_water/user7/5-2-1,Skeleton/6_Drink_water/user7/5-2-1,IMU/6_Drink_water/user7/5-2-1,Radar/6_Drink_water/user7/5-2-1,0
6_Drink_water/user7/5-2-2,6_Drink_water,6,user7,5-2-2,Depth_Color/6_Drink_water/user7/5-2-2,IR/6_Drink_water/user7/5-2-2,Thermal/6_Drink_water/user7/5-2-2,Skeleton/6_Drink_water/user7/5-2-2,IMU/6_Drink_water/user7/5-2-2,Radar/6_Drink_water/user7/5-2-2,0
6_Drink_water/user7/5-2-3,6_Drink_water,6,user7,5-2-3,Depth_Color/6_Drink_water/user7/5-2-3,IR/6_Drink_water/user7/5-2-3,Thermal/6_Drink_water/user7/5-2-3,Skeleton/6_Drink_water/user7/5-2-3,IMU/6_Drink_water/user7/5-2-3,Radar/6_Drink_water/user7/5-2-3,0
6_Drink_water/user8/6-2-1,6_Drink_water,6,user8,6-2-1,Depth_Color/6_Drink_water/user8/6-2-1,IR/6_Drink_water/user8/6-2-1,Thermal/6_Drink_water/user8/6-2-1,Skeleton/6_Drink_water/user8/6-2-1,IMU/6_Drink_water/user8/6-2-1,Radar/6_Drink_water/user8/6-2-1,2
6_Drink_water/user8/6-2-2,6_Drink_water,6,user8,6-2-2,Depth_Color/6_Drink_water/user8/6-2-2,IR/6_Drink_water/user8/6-2-2,Thermal/6_Drink_water/user8/6-2-2,Skeleton/6_Drink_water/user8/6-2-2,IMU/6_Drink_water/user8/6-2-2,Radar/6_Drink_water/user8/6-2-2,2
6_Drink_water/user8/6-2-3,6_Drink_water,6,user8,6-2-3,Depth_Color/6_Drink_water/user8/6-2-3,IR/6_Drink_water/user8/6-2-3,Thermal/6_Drink_water/user8/6-2-3,Skeleton/6_Drink_water/user8/6-2-3,IMU/6_Drink_water/user8/6-2-3,Radar/6_Drink_water/user8/6-2-3,2
6_Drink_water/user9/3-2-1,6_Drink_water,6,user9,3-2-1,Depth_Color/6_Drink_water/user9/3-2-1,IR/6_Drink_water/user9/3-2-1,Thermal/6_Drink_water/user9/3-2-1,Skeleton/6_Drink_water/user9/3-2-1,IMU/6_Drink_water/user9/3-2-1,Radar/6_Drink_water/user9/3-2-1,1
6_Drink_water/user9/3-2-2,6_Drink_water,6,user9,3-2-2,Depth_Color/6_Drink_water/user9/3-2-2,IR/6_Drink_water/user9/3-2-2,Thermal/6_Drink_water/user9/3-2-2,Skeleton/6_Drink_water/user9/3-2-2,IMU/6_Drink_water/user9/3-2-2,Radar/6_Drink_water/user9/3-2-2,1
6_Drink_water/user9/3-2-3,6_Drink_water,6,user9,3-2-3,Depth_Color/6_Drink_water/user9/3-2-3,IR/6_Drink_water/user9/3-2-3,Thermal/6_Drink_water/user9/3-2-3,Skeleton/6_Drink_water/user9/3-2-3,IMU/6_Drink_water/user9/3-2-3,Radar/6_Drink_water/user9/3-2-3,1
6_Drink_water/user9/7-2-1,6_Drink_water,6,user9,7-2-1,Depth_Color/6_Drink_water/user9/7-2-1,IR/6_Drink_water/user9/7-2-1,Thermal/6_Drink_water/user9/7-2-1,Skeleton/6_Drink_water/user9/7-2-1,IMU/6_Drink_water/user9/7-2-1,Radar/6_Drink_water/user9/7-2-1,1
6_Drink_water/user9/7-2-2,6_Drink_water,6,user9,7-2-2,Depth_Color/6_Drink_water/user9/7-2-2,IR/6_Drink_water/user9/7-2-2,Thermal/6_Drink_water/user9/7-2-2,Skeleton/6_Drink_water/user9/7-2-2,IMU/6_Drink_water/user9/7-2-2,Radar/6_Drink_water/user9/7-2-2,1
6_Drink_water/user9/7-2-3,6_Drink_water,6,user9,7-2-3,Depth_Color/6_Drink_water/user9/7-2-3,IR/6_Drink_water/user9/7-2-3,Thermal/6_Drink_water/user9/7-2-3,Skeleton/6_Drink_water/user9/7-2-3,IMU/6_Drink_water/user9/7-2-3,Radar/6_Drink_water/user9/7-2-3,1
7_Eat_food/user1/1-2-1,7_Eat_food,7,user1,1-2-1,Depth_Color/7_Eat_food/user1/1-2-1,IR/7_Eat_food/user1/1-2-1,Thermal/7_Eat_food/user1/1-2-1,Skeleton/7_Eat_food/user1/1-2-1,IMU/7_Eat_food/user1/1-2-1,Radar/7_Eat_food/user1/1-2-1,1
7_Eat_food/user1/1-2-2,7_Eat_food,7,user1,1-2-2,Depth_Color/7_Eat_food/user1/1-2-2,IR/7_Eat_food/user1/1-2-2,Thermal/7_Eat_food/user1/1-2-2,Skeleton/7_Eat_food/user1/1-2-2,IMU/7_Eat_food/user1/1-2-2,Radar/7_Eat_food/user1/1-2-2,1
7_Eat_food/user1/3-1-1,7_Eat_food,7,user1,3-1-1,Depth_Color/7_Eat_food/user1/3-1-1,IR/7_Eat_food/user1/3-1-1,Thermal/7_Eat_food/user1/3-1-1,Skeleton/7_Eat_food/user1/3-1-1,IMU/7_Eat_food/user1/3-1-1,Radar/7_Eat_food/user1/3-1-1,1
7_Eat_food/user1/3-1-2,7_Eat_food,7,user1,3-1-2,Depth_Color/7_Eat_food/user1/3-1-2,IR/7_Eat_food/user1/3-1-2,Thermal/7_Eat_food/user1/3-1-2,Skeleton/7_Eat_food/user1/3-1-2,IMU/7_Eat_food/user1/3-1-2,Radar/7_Eat_food/user1/3-1-2,1
7_Eat_food/user1/3-1-3,7_Eat_food,7,user1,3-1-3,Depth_Color/7_Eat_food/user1/3-1-3,IR/7_Eat_food/user1/3-1-3,Thermal/7_Eat_food/user1/3-1-3,Skeleton/7_Eat_food/user1/3-1-3,IMU/7_Eat_food/user1/3-1-3,Radar/7_Eat_food/user1/3-1-3,1
7_Eat_food/user1/4-1-1,7_Eat_food,7,user1,4-1-1,Depth_Color/7_Eat_food/user1/4-1-1,IR/7_Eat_food/user1/4-1-1,Thermal/7_Eat_food/user1/4-1-1,Skeleton/7_Eat_food/user1/4-1-1,IMU/7_Eat_food/user1/4-1-1,Radar/7_Eat_food/user1/4-1-1,1
7_Eat_food/user1/4-1-2,7_Eat_food,7,user1,4-1-2,Depth_Color/7_Eat_food/user1/4-1-2,IR/7_Eat_food/user1/4-1-2,Thermal/7_Eat_food/user1/4-1-2,Skeleton/7_Eat_food/user1/4-1-2,IMU/7_Eat_food/user1/4-1-2,Radar/7_Eat_food/user1/4-1-2,1
7_Eat_food/user1/4-1-3,7_Eat_food,7,user1,4-1-3,Depth_Color/7_Eat_food/user1/4-1-3,IR/7_Eat_food/user1/4-1-3,Thermal/7_Eat_food/user1/4-1-3,Skeleton/7_Eat_food/user1/4-1-3,IMU/7_Eat_food/user1/4-1-3,Radar/7_Eat_food/user1/4-1-3,1
7_Eat_food/user1/6-1-1,7_Eat_food,7,user1,6-1-1,Depth_Color/7_Eat_food/user1/6-1-1,IR/7_Eat_food/user1/6-1-1,Thermal/7_Eat_food/user1/6-1-1,Skeleton/7_Eat_food/user1/6-1-1,IMU/7_Eat_food/user1/6-1-1,Radar/7_Eat_food/user1/6-1-1,1
7_Eat_food/user1/6-1-2,7_Eat_food,7,user1,6-1-2,Depth_Color/7_Eat_food/user1/6-1-2,IR/7_Eat_food/user1/6-1-2,Thermal/7_Eat_food/user1/6-1-2,Skeleton/7_Eat_food/user1/6-1-2,IMU/7_Eat_food/user1/6-1-2,Radar/7_Eat_food/user1/6-1-2,1
7_Eat_food/user1/6-1-3,7_Eat_food,7,user1,6-1-3,Depth_Color/7_Eat_food/user1/6-1-3,IR/7_Eat_food/user1/6-1-3,Thermal/7_Eat_food/user1/6-1-3,Skeleton/7_Eat_food/user1/6-1-3,IMU/7_Eat_food/user1/6-1-3,Radar/7_Eat_food/user1/6-1-3,1
7_Eat_food/user16/1-2-1,7_Eat_food,7,user16,1-2-1,Depth_Color/7_Eat_food/user16/1-2-1,IR/7_Eat_food/user16/1-2-1,Thermal/7_Eat_food/user16/1-2-1,Skeleton/7_Eat_food/user16/1-2-1,IMU/7_Eat_food/user16/1-2-1,Radar/7_Eat_food/user16/1-2-1,0
7_Eat_food/user16/1-2-2,7_Eat_food,7,user16,1-2-2,Depth_Color/7_Eat_food/user16/1-2-2,IR/7_Eat_food/user16/1-2-2,Thermal/7_Eat_food/user16/1-2-2,Skeleton/7_Eat_food/user16/1-2-2,IMU/7_Eat_food/user16/1-2-2,Radar/7_Eat_food/user16/1-2-2,0
7_Eat_food/user16/1-2-3,7_Eat_food,7,user16,1-2-3,Depth_Color/7_Eat_food/user16/1-2-3,IR/7_Eat_food/user16/1-2-3,Thermal/7_Eat_food/user16/1-2-3,Skeleton/7_Eat_food/user16/1-2-3,IMU/7_Eat_food/user16/1-2-3,Radar/7_Eat_food/user16/1-2-3,0
7_Eat_food/user16/5-2-1,7_Eat_food,7,user16,5-2-1,Depth_Color/7_Eat_food/user16/5-2-1,IR/7_Eat_food/user16/5-2-1,Thermal/7_Eat_food/user16/5-2-1,Skeleton/7_Eat_food/user16/5-2-1,IMU/7_Eat_food/user16/5-2-1,Radar/7_Eat_food/user16/5-2-1,0
7_Eat_food/user16/5-2-2,7_Eat_food,7,user16,5-2-2,Depth_Color/7_Eat_food/user16/5-2-2,IR/7_Eat_food/user16/5-2-2,Thermal/7_Eat_food/user16/5-2-2,Skeleton/7_Eat_food/user16/5-2-2,IMU/7_Eat_food/user16/5-2-2,Radar/7_Eat_food/user16/5-2-2,0
7_Eat_food/user16/5-2-3,7_Eat_food,7,user16,5-2-3,Depth_Color/7_Eat_food/user16/5-2-3,IR/7_Eat_food/user16/5-2-3,Thermal/7_Eat_food/user16/5-2-3,Skeleton/7_Eat_food/user16/5-2-3,IMU/7_Eat_food/user16/5-2-3,Radar/7_Eat_food/user16/5-2-3,0
7_Eat_food/user16/6-2-1,7_Eat_food,7,user16,6-2-1,Depth_Color/7_Eat_food/user16/6-2-1,IR/7_Eat_food/user16/6-2-1,Thermal/7_Eat_food/user16/6-2-1,Skeleton/7_Eat_food/user16/6-2-1,IMU/7_Eat_food/user16/6-2-1,Radar/7_Eat_food/user16/6-2-1,0
7_Eat_food/user16/6-2-2,7_Eat_food,7,user16,6-2-2,Depth_Color/7_Eat_food/user16/6-2-2,IR/7_Eat_food/user16/6-2-2,Thermal/7_Eat_food/user16/6-2-2,Skeleton/7_Eat_food/user16/6-2-2,IMU/7_Eat_food/user16/6-2-2,Radar/7_Eat_food/user16/6-2-2,0
7_Eat_food/user16/6-2-3,7_Eat_food,7,user16,6-2-3,Depth_Color/7_Eat_food/user16/6-2-3,IR/7_Eat_food/user16/6-2-3,Thermal/7_Eat_food/user16/6-2-3,Skeleton/7_Eat_food/user16/6-2-3,IMU/7_Eat_food/user16/6-2-3,Radar/7_Eat_food/user16/6-2-3,0
7_Eat_food/user16/7-2-1,7_Eat_food,7,user16,7-2-1,Depth_Color/7_Eat_food/user16/7-2-1,IR/7_Eat_food/user16/7-2-1,Thermal/7_Eat_food/user16/7-2-1,Skeleton/7_Eat_food/user16/7-2-1,IMU/7_Eat_food/user16/7-2-1,Radar/7_Eat_food/user16/7-2-1,0
7_Eat_food/user16/7-2-2,7_Eat_food,7,user16,7-2-2,Depth_Color/7_Eat_food/user16/7-2-2,IR/7_Eat_food/user16/7-2-2,Thermal/7_Eat_food/user16/7-2-2,Skeleton/7_Eat_food/user16/7-2-2,IMU/7_Eat_food/user16/7-2-2,Radar/7_Eat_food/user16/7-2-2,0
7_Eat_food/user16/7-2-3,7_Eat_food,7,user16,7-2-3,Depth_Color/7_Eat_food/user16/7-2-3,IR/7_Eat_food/user16/7-2-3,Thermal/7_Eat_food/user16/7-2-3,Skeleton/7_Eat_food/user16/7-2-3,IMU/7_Eat_food/user16/7-2-3,Radar/7_Eat_food/user16/7-2-3,0
7_Eat_food/user17/1-2-1,7_Eat_food,7,user17,1-2-1,Depth_Color/7_Eat_food/user17/1-2-1,IR/7_Eat_food/user17/1-2-1,Thermal/7_Eat_food/user17/1-2-1,Skeleton/7_Eat_food/user17/1-2-1,IMU/7_Eat_food/user17/1-2-1,Radar/7_Eat_food/user17/1-2-1,2
7_Eat_food/user17/1-2-2,7_Eat_food,7,user17,1-2-2,Depth_Color/7_Eat_food/user17/1-2-2,IR/7_Eat_food/user17/1-2-2,Thermal/7_Eat_food/user17/1-2-2,Skeleton/7_Eat_food/user17/1-2-2,IMU/7_Eat_food/user17/1-2-2,Radar/7_Eat_food/user17/1-2-2,2
7_Eat_food/user17/1-2-3,7_Eat_food,7,user17,1-2-3,Depth_Color/7_Eat_food/user17/1-2-3,IR/7_Eat_food/user17/1-2-3,Thermal/7_Eat_food/user17/1-2-3,Skeleton/7_Eat_food/user17/1-2-3,IMU/7_Eat_food/user17/1-2-3,Radar/7_Eat_food/user17/1-2-3,2
7_Eat_food/user17/2-2-1,7_Eat_food,7,user17,2-2-1,Depth_Color/7_Eat_food/user17/2-2-1,IR/7_Eat_food/user17/2-2-1,Thermal/7_Eat_food/user17/2-2-1,Skeleton/7_Eat_food/user17/2-2-1,IMU/7_Eat_food/user17/2-2-1,Radar/7_Eat_food/user17/2-2-1,2
7_Eat_food/user17/2-2-2,7_Eat_food,7,user17,2-2-2,Depth_Color/7_Eat_food/user17/2-2-2,IR/7_Eat_food/user17/2-2-2,Thermal/7_Eat_food/user17/2-2-2,Skeleton/7_Eat_food/user17/2-2-2,IMU/7_Eat_food/user17/2-2-2,Radar/7_Eat_food/user17/2-2-2,2
7_Eat_food/user17/2-2-3,7_Eat_food,7,user17,2-2-3,Depth_Color/7_Eat_food/user17/2-2-3,IR/7_Eat_food/user17/2-2-3,Thermal/7_Eat_food/user17/2-2-3,Skeleton/7_Eat_food/user17/2-2-3,IMU/7_Eat_food/user17/2-2-3,Radar/7_Eat_food/user17/2-2-3,2
7_Eat_food/user17/3-2-1,7_Eat_food,7,user17,3-2-1,Depth_Color/7_Eat_food/user17/3-2-1,IR/7_Eat_food/user17/3-2-1,Thermal/7_Eat_food/user17/3-2-1,Skeleton/7_Eat_food/user17/3-2-1,IMU/7_Eat_food/user17/3-2-1,Radar/7_Eat_food/user17/3-2-1,2
7_Eat_food/user17/3-2-2,7_Eat_food,7,user17,3-2-2,Depth_Color/7_Eat_food/user17/3-2-2,IR/7_Eat_food/user17/3-2-2,Thermal/7_Eat_food/user17/3-2-2,Skeleton/7_Eat_food/user17/3-2-2,IMU/7_Eat_food/user17/3-2-2,Radar/7_Eat_food/user17/3-2-2,2
7_Eat_food/user17/3-2-3,7_Eat_food,7,user17,3-2-3,Depth_Color/7_Eat_food/user17/3-2-3,IR/7_Eat_food/user17/3-2-3,Thermal/7_Eat_food/user17/3-2-3,Skeleton/7_Eat_food/user17/3-2-3,IMU/7_Eat_food/user17/3-2-3,Radar/7_Eat_food/user17/3-2-3,2
7_Eat_food/user17/5-2-1,7_Eat_food,7,user17,5-2-1,Depth_Color/7_Eat_food/user17/5-2-1,IR/7_Eat_food/user17/5-2-1,Thermal/7_Eat_food/user17/5-2-1,Skeleton/7_Eat_food/user17/5-2-1,IMU/7_Eat_food/user17/5-2-1,Radar/7_Eat_food/user17/5-2-1,2
7_Eat_food/user17/5-2-2,7_Eat_food,7,user17,5-2-2,Depth_Color/7_Eat_food/user17/5-2-2,IR/7_Eat_food/user17/5-2-2,Thermal/7_Eat_food/user17/5-2-2,Skeleton/7_Eat_food/user17/5-2-2,IMU/7_Eat_food/user17/5-2-2,Radar/7_Eat_food/user17/5-2-2,2
7_Eat_food/user17/5-2-3,7_Eat_food,7,user17,5-2-3,Depth_Color/7_Eat_food/user17/5-2-3,IR/7_Eat_food/user17/5-2-3,Thermal/7_Eat_food/user17/5-2-3,Skeleton/7_Eat_food/user17/5-2-3,IMU/7_Eat_food/user17/5-2-3,Radar/7_Eat_food/user17/5-2-3,2
7_Eat_food/user17/7-2-1,7_Eat_food,7,user17,7-2-1,Depth_Color/7_Eat_food/user17/7-2-1,IR/7_Eat_food/user17/7-2-1,Thermal/7_Eat_food/user17/7-2-1,Skeleton/7_Eat_food/user17/7-2-1,IMU/7_Eat_food/user17/7-2-1,Radar/7_Eat_food/user17/7-2-1,2
7_Eat_food/user17/7-2-2,7_Eat_food,7,user17,7-2-2,Depth_Color/7_Eat_food/user17/7-2-2,IR/7_Eat_food/user17/7-2-2,Thermal/7_Eat_food/user17/7-2-2,Skeleton/7_Eat_food/user17/7-2-2,IMU/7_Eat_food/user17/7-2-2,Radar/7_Eat_food/user17/7-2-2,2
7_Eat_food/user17/7-2-3,7_Eat_food,7,user17,7-2-3,Depth_Color/7_Eat_food/user17/7-2-3,IR/7_Eat_food/user17/7-2-3,Thermal/7_Eat_food/user17/7-2-3,Skeleton/7_Eat_food/user17/7-2-3,IMU/7_Eat_food/user17/7-2-3,Radar/7_Eat_food/user17/7-2-3,2
7_Eat_food/user18/7-2-1,7_Eat_food,7,user18,7-2-1,Depth_Color/7_Eat_food/user18/7-2-1,IR/7_Eat_food/user18/7-2-1,Thermal/7_Eat_food/user18/7-2-1,Skeleton/7_Eat_food/user18/7-2-1,IMU/7_Eat_food/user18/7-2-1,Radar/7_Eat_food/user18/7-2-1,1
7_Eat_food/user18/7-2-2,7_Eat_food,7,user18,7-2-2,Depth_Color/7_Eat_food/user18/7-2-2,IR/7_Eat_food/user18/7-2-2,Thermal/7_Eat_food/user18/7-2-2,Skeleton/7_Eat_food/user18/7-2-2,IMU/7_Eat_food/user18/7-2-2,Radar/7_Eat_food/user18/7-2-2,1
7_Eat_food/user18/7-2-3,7_Eat_food,7,user18,7-2-3,Depth_Color/7_Eat_food/user18/7-2-3,IR/7_Eat_food/user18/7-2-3,Thermal/7_Eat_food/user18/7-2-3,Skeleton/7_Eat_food/user18/7-2-3,IMU/7_Eat_food/user18/7-2-3,Radar/7_Eat_food/user18/7-2-3,1
7_Eat_food/user19/7-2-1,7_Eat_food,7,user19,7-2-1,Depth_Color/7_Eat_food/user19/7-2-1,IR/7_Eat_food/user19/7-2-1,Thermal/7_Eat_food/user19/7-2-1,Skeleton/7_Eat_food/user19/7-2-1,IMU/7_Eat_food/user19/7-2-1,Radar/7_Eat_food/user19/7-2-1,2
7_Eat_food/user19/7-2-2,7_Eat_food,7,user19,7-2-2,Depth_Color/7_Eat_food/user19/7-2-2,IR/7_Eat_food/user19/7-2-2,Thermal/7_Eat_food/user19/7-2-2,Skeleton/7_Eat_food/user19/7-2-2,IMU/7_Eat_food/user19/7-2-2,Radar/7_Eat_food/user19/7-2-2,2
7_Eat_food/user19/7-2-3,7_Eat_food,7,user19,7-2-3,Depth_Color/7_Eat_food/user19/7-2-3,IR/7_Eat_food/user19/7-2-3,Thermal/7_Eat_food/user19/7-2-3,Skeleton/7_Eat_food/user19/7-2-3,IMU/7_Eat_food/user19/7-2-3,Radar/7_Eat_food/user19/7-2-3,2
7_Eat_food/user2/1-2-1,7_Eat_food,7,user2,1-2-1,Depth_Color/7_Eat_food/user2/1-2-1,IR/7_Eat_food/user2/1-2-1,Thermal/7_Eat_food/user2/1-2-1,Skeleton/7_Eat_food/user2/1-2-1,IMU/7_Eat_food/user2/1-2-1,Radar/7_Eat_food/user2/1-2-1,0
7_Eat_food/user2/1-2-2,7_Eat_food,7,user2,1-2-2,Depth_Color/7_Eat_food/user2/1-2-2,IR/7_Eat_food/user2/1-2-2,Thermal/7_Eat_food/user2/1-2-2,Skeleton/7_Eat_food/user2/1-2-2,IMU/7_Eat_food/user2/1-2-2,Radar/7_Eat_food/user2/1-2-2,0
7_Eat_food/user2/1-2-3,7_Eat_food,7,user2,1-2-3,Depth_Color/7_Eat_food/user2/1-2-3,IR/7_Eat_food/user2/1-2-3,Thermal/7_Eat_food/user2/1-2-3,Skeleton/7_Eat_food/user2/1-2-3,IMU/7_Eat_food/user2/1-2-3,Radar/7_Eat_food/user2/1-2-3,0
7_Eat_food/user2/2-1-1,7_Eat_food,7,user2,2-1-1,Depth_Color/7_Eat_food/user2/2-1-1,IR/7_Eat_food/user2/2-1-1,Thermal/7_Eat_food/user2/2-1-1,Skeleton/7_Eat_food/user2/2-1-1,IMU/7_Eat_food/user2/2-1-1,Radar/7_Eat_food/user2/2-1-1,0
7_Eat_food/user2/2-1-2,7_Eat_food,7,user2,2-1-2,Depth_Color/7_Eat_food/user2/2-1-2,IR/7_Eat_food/user2/2-1-2,Thermal/7_Eat_food/user2/2-1-2,Skeleton/7_Eat_food/user2/2-1-2,IMU/7_Eat_food/user2/2-1-2,Radar/7_Eat_food/user2/2-1-2,0
7_Eat_food/user2/2-1-3,7_Eat_food,7,user2,2-1-3,Depth_Color/7_Eat_food/user2/2-1-3,IR/7_Eat_food/user2/2-1-3,Thermal/7_Eat_food/user2/2-1-3,Skeleton/7_Eat_food/user2/2-1-3,IMU/7_Eat_food/user2/2-1-3,Radar/7_Eat_food/user2/2-1-3,0
7_Eat_food/user2/2-2-1,7_Eat_food,7,user2,2-2-1,Depth_Color/7_Eat_food/user2/2-2-1,IR/7_Eat_food/user2/2-2-1,Thermal/7_Eat_food/user2/2-2-1,Skeleton/7_Eat_food/user2/2-2-1,IMU/7_Eat_food/user2/2-2-1,Radar/7_Eat_food/user2/2-2-1,0
7_Eat_food/user2/2-2-2,7_Eat_food,7,user2,2-2-2,Depth_Color/7_Eat_food/user2/2-2-2,IR/7_Eat_food/user2/2-2-2,Thermal/7_Eat_food/user2/2-2-2,Skeleton/7_Eat_food/user2/2-2-2,IMU/7_Eat_food/user2/2-2-2,Radar/7_Eat_food/user2/2-2-2,0
7_Eat_food/user2/2-2-3,7_Eat_food,7,user2,2-2-3,Depth_Color/7_Eat_food/user2/2-2-3,IR/7_Eat_food/user2/2-2-3,Thermal/7_Eat_food/user2/2-2-3,Skeleton/7_Eat_food/user2/2-2-3,IMU/7_Eat_food/user2/2-2-3,Radar/7_Eat_food/user2/2-2-3,0
7_Eat_food/user2/4-2-1,7_Eat_food,7,user2,4-2-1,Depth_Color/7_Eat_food/user2/4-2-1,IR/7_Eat_food/user2/4-2-1,Thermal/7_Eat_food/user2/4-2-1,Skeleton/7_Eat_food/user2/4-2-1,IMU/7_Eat_food/user2/4-2-1,Radar/7_Eat_food/user2/4-2-1,0
7_Eat_food/user2/4-2-2,7_Eat_food,7,user2,4-2-2,Depth_Color/7_Eat_food/user2/4-2-2,IR/7_Eat_food/user2/4-2-2,Thermal/7_Eat_food/user2/4-2-2,Skeleton/7_Eat_food/user2/4-2-2,IMU/7_Eat_food/user2/4-2-2,Radar/7_Eat_food/user2/4-2-2,0
